"2016-03-01T00:00:00Z",179.50269,-5.95551,612645.91
,"2016-03-01T00:05:00Z",175.42809,-24.72582,612472.7
,"2016-03-01T00:10:00Z",170.36892,-43.19445,612126.53
,"2016-03-01T00:15:00Z",162.05509,-61.12599,611643.11
,"2016-03-01T00:20:00Z",136.6367,-77.52574,611072.5
,"2016-03-01T00:25:00Z",37.0915,-78.53947,610473.94
,"2016-03-01T00:30:00Z",8.18737,-62.42788,609909.7
,"2016-03-01T00:35:00Z",-0.59868,-44.54061,609438.6
,"2016-03-01T00:40:00Z",-5.78817,-26.08642,609109.88
,"2016-03-01T00:45:00Z",-9.90378,-7.3117,608958.04
,"2016-03-01T00:50:00Z",-13.79094,11.55678,608999.18
,"2016-03-01T00:55:00Z",-18.05156,30.27782,609229.32
,"2016-03-01T01:00:00Z",-23.70498,48.63003,609624.77
,"2016-03-01T01:05:00Z",-34.30277,66.32077,610144.58
,"2016-03-01T01:10:00Z",-78.48344,81.04124,610734.78
,"2016-03-01T01:15:00Z",-169.23094,74.16833,611334.03
,"2016-03-01T01:20:00Z",172.70028,57.15656,611879.95
,"2016-03-01T01:25:00Z",165.52701,39.07553,612315.68
,"2016-03-01T01:30:00Z",160.79684,20.52116,612595.72
,"2016-03-01T01:35:00Z",156.81673,1.71337,612690.72
,"2016-03-01T01:40:00Z",152.88891,-17.11638,612590.52
,"2016-03-01T01:45:00Z",148.36969,-35.73301,612305.22
,"2016-03-01T01:50:00Z",141.88925,-53.92023,611864.2
,"2016-03-01T01:55:00Z",127.53649,-71.25087,611313.08
,"2016-03-01T02:00:00Z",53.00628,-82.06221,610709.01
,"2016-03-01T02:05:00Z",-9.33775,-69.39533,610114.79
,"2016-03-01T02:10:00Z",-22.01006,-51.90402,609592.3
,"2016-03-01T02:15:00Z",-28.13983,-33.64203,609196.11
,"2016-03-01T02:20:00Z",-32.55068,-14.97181,608967.69
,"2016-03-01T02:25:00Z",-36.45856,3.88782,608931.13
,"2016-03-01T02:30:00Z",-40.48595,22.69725,609090.54
,"2016-03-01T02:35:00Z",-45.37988,41.22509,609429.61
,"2016-03-01T02:40:00Z",-53.1078,59.24311,609913.27
,"2016-03-01T02:45:00Z",-74.55271,75.98037,610491.34
